lid,X3857,Y3857,kind,trigger,forest_type,slope,chm
2021_94,13422330.493474675,2664055.8619830124,case,降雨,__NONFOREST__,23.847,0
2021_95,13423532.294741623,2674192.880132209,case,降雨,__NONFOREST__,38.079,0
2021_96,13419283.17861132,2669964.0564924763,case,降雨,待成林地,59.004,0
2021_97,13424081.700705815,2673353.6420850246,case,降雨,待成林地,23.948,1
2021_98,13420920.636037134,2670819.89334656,case,降雨,__NONFOREST__,14.12,0
2021_99,13424005.256613828,2673090.764128477,case,降雨,__NONFOREST__,33.73,0
2021_100,13419078.787186349,2669938.7402756857,case,降雨,__NONFOREST__,63.752,2
2021_101,13436744.200633183,2702968.161417407,case,降雨,闊葉樹林型,44.752,5
2021_102,13431032.774499286,2706660.1943504964,case,降雨,竹闊混淆林,55.658,25
2021_103,13433354.4027349,2702094.7772404742,case,降雨,待成林地,10.926,3
2021_104,13433821.556137508,2704746.395501317,case,降雨,闊葉樹林型,37.768,22
2021_105,13440105.428971749,2640808.208330395,case,降雨,__NONFOREST__,34.848,0
2021_106,13438116.587873414,2643402.919368901,case,降雨,闊葉樹林型,30.169,3
2021_107,13435858.558004536,2630681.988968745,case,降雨,__NONFOREST__,41.65,0
2021_108,13439602.63896558,2631860.571404409,case,降雨,闊葉樹林型,48.119,14
2021_109,13438476.027699534,2634641.5564512354,case,降雨,__NONFOREST__,42.896,2
2021_110,13437133.241092874,2633558.7026024647,case,降雨,闊葉樹林型,36.624,10
2021_111,13439481.60159294,2640058.9997330788,case,降雨,__NONFOREST__,38.545,2
2021_112,13436974.49458526,2633446.749531113,case,降雨,闊葉樹林型,38.947,3
2021_113,13454634.93420932,2651034.7952747107,case,降雨,針葉樹林型,39.755,6
2021_114,13439175.47115772,2634572.445412996,case,降雨,__NONFOREST__,36.462,0
2021_115,13438577.424492886,2634732.978452504,case,降雨,__NONFOREST__,18.263,0
2021_116,13435874.4561308,2633345.87083297,case,降雨,闊葉樹林型,33.949,12
2021_117,13439998.573788691,2638102.6020485046,case,降雨,__NONFOREST__,17.676,0
2021_118,13436511.84345583,2632330.877511086,case,降雨,闊葉樹林型,42.967,1
2021_119,13439482.767314078,2635067.030427672,case,降雨,__NONFOREST__,35.952,0
2021_120,13438422.920102254,2635210.966996475,case,降雨,__NONFOREST__,27.021,0
2021_121,13438227.316391626,2643811.037614814,case,降雨,闊葉樹林型,34.561,0
2021_122,13439836.785633853,2640956.376036173,case,降雨,待成林地,24.688,0
2021_123,13437753.238093665,2634537.89176054,case,降雨,闊葉樹林型,43.013,0
2021_124,13436359.58964206,2633693.8995666443,case,降雨,闊葉樹林型,38.511,0
2021_125,13452221.459201334,2653325.426156692,case,降雨,闊葉樹林型,46.374,22
2021_126,13452081.368501032,2652750.3006530018,case,降雨,闊葉樹林型,29.604,30
2021_127,13450227.330842895,2652581.876459927,case,降雨,闊葉樹林型,29.571,0
2021_128,13451347.100182442,2652577.107766453,case,降雨,闊葉樹林型,49.527,0
2021_129,13451792.064217126,2652471.365963276,case,降雨,闊葉樹林型,35.609,17
2021_130,13447315.903750308,2654515.011581568,case,降雨,__NONFOREST__,28.591,1
2021_131,13449964.846020658,2652613.465355241,case,降雨,__NONFOREST__,37.27,14
2021_132,13451875.809906203,2653324.665703706,case,降雨,__NONFOREST__,39.645,0
2021_133,13451893.02837084,2653498.63169694,case,降雨,闊葉樹林型,32.782,13
2021_134,13451556.533309205,2652653.6358680627,case,降雨,__NONFOREST__,35.586,0
2021_135,13451040.346310552,2652739.563798675,case,降雨,闊葉樹林型,35.507,21
2021_136,13451446.14573727,2652465.052273687,case,降雨,闊葉樹林型,53.523,24
2021_137,13451110.508248782,2652558.5872614286,case,降雨,闊葉樹林型,54.439,25
2021_138,13446123.997805368,2654426.6798394048,case,降雨,__NONFOREST__,37.921,0
2021_139,13452383.447714576,2653726.774005397,case,降雨,闊葉樹林型,57.692,5
2021_140,13451761.68946478,2652745.454652082,case,降雨,闊葉樹林型,21.495,11
2021_141,13450860.548141629,2659290.744297939,case,降雨,闊葉樹林型,37.921,15
2021_142,13451026.218649548,2658579.163859674,case,降雨,闊葉樹林型,31.717,10
2021_143,13450921.494957492,2655756.02280306,case,降雨,闊葉樹林型,48.747,14
2021_144,13447937.293194164,2657056.340260413,case,降雨,闊葉樹林型,42.852,21
2021_145,13449748.699696671,2658018.676795747,case,降雨,闊葉樹林型,42.993,13
2021_146,13450755.542302066,2655523.500016985,case,降雨,闊葉樹林型,43.012,8
2021_147,13451943.591150066,2668033.2268058453,case,降雨,闊葉樹林型,45.854,9
2021_148,13459048.15073046,2682032.550970817,case,降雨,針闊葉樹混淆,35.114,16
2021_149,13448536.3075075,2666456.428942611,case,降雨,闊葉樹林型,54.501,0
2021_150,13448533.483331474,2666887.106640485,case,降雨,__NONFOREST__,38.065,6
2021_151,13463590.6059508,2678663.024444177,case,降雨,針葉樹林型,13.909,20
2021_152,13449730.612679455,2668811.188206594,case,降雨,__NONFOREST__,42.834,7
2021_153,13459615.575907497,2682645.3112818403,case,降雨,針葉樹林型,44.29,21
2021_154,13463542.516083242,2679032.895861936,case,降雨,針葉樹林型,48.251,19
2021_155,13435196.229347564,2648780.861100897,case,降雨,闊葉樹林型,24.228,3
2021_156,13435120.49728192,2648765.317756107,case,降雨,闊葉樹林型,31.098,2
2021_157,13439271.645941794,2651158.5828900943,case,降雨,__NONFOREST__,16.458,0
2021_158,13436170.920707202,2647669.3187390477,case,降雨,闊葉樹林型,41.762,0
2021_159,13435465.28351169,2650951.182491463,case,降雨,__NONFOREST__,32.263,0
2021_160,13439147.70416773,2650637.464820892,case,降雨,__NONFOREST__,36.965,0
2021_161,13444879.787900884,2654805.0922079165,case,降雨,闊葉樹林型,44.351,0
2021_162,13444563.213194497,2654109.045207359,case,降雨,__NONFOREST__,45.02,0
2021_163,13442083.5804093,2658093.428068208,case,降雨,闊葉樹林型,20.498,24
2021_164,13440514.378873833,2652555.825161777,case,降雨,闊葉樹林型,49.653,16
2021_165,13444259.527833397,2655010.8422916937,case,降雨,__NONFOREST__,46.667,0
2021_166,13451936.728123602,2650037.417083304,case,降雨,闊葉樹林型,33.994,18
2021_167,13443774.419622865,2654403.773948704,case,降雨,針葉樹林型,40.107,0
2021_168,13444262.76992603,2655874.6611171705,case,降雨,闊葉樹林型,40.096,1
2021_169,13444559.940789329,2658059.766462818,case,降雨,__NONFOREST__,30.229,0
2021_170,13445050.430594863,2655018.128862623,case,降雨,__NONFOREST__,22.407,2
2021_171,13444485.4683399,2658496.805279471,case,降雨,闊葉樹林型,27.242,0
2021_172,13443253.31092819,2653435.339805346,case,降雨,__NONFOREST__,49.165,0
2021_173,13448038.370156314,2664648.992805849,case,降雨,闊葉樹林型,42.779,16
2021_174,13433434.171668991,2616110.7206065534,case,降雨,__NONFOREST__,52.58,7
2021_175,13433107.579670986,2616628.722807762,case,降雨,__NONFOREST__,41.554,2
2021_176,13447190.196520329,2623308.093636878,case,降雨,闊葉樹林型,26.993,12
2021_177,13448029.709882611,2618051.7688359013,case,降雨,闊葉樹林型,58.108,9
2021_178,13447292.94200487,2616159.8099972955,case,降雨,__NONFOREST__,12.85,0
2021_179,13449324.702117356,2619165.792653657,case,降雨,__NONFOREST__,34.684,0
2021_180,13446359.906552382,2620859.638272949,case,降雨,闊葉樹林型,56.668,5
2021_181,13436937.41694612,2621369.750706563,case,降雨,竹林,43.944,5
2021_182,13438430.133404244,2628547.9903743225,case,降雨,闊葉樹林型,58.216,9
2021_183,13440596.024568353,2622199.3802113542,case,降雨,__NONFOREST__,55.648,1
2021_184,13446976.52393833,2617988.0091613224,case,降雨,__NONFOREST__,39.052,5
2021_185,13446490.660622794,2617483.662468487,case,降雨,__NONFOREST__,23.101,0
2021_186,13440179.939785386,2617913.873429043,case,降雨,__NONFOREST__,22.564,1
2021_187,13439843.30708076,2621824.230742113,case,降雨,__NONFOREST__,36.61,0
2021_188,13443931.989681752,2623922.139632293,case,降雨,__NONFOREST__,24.36,0
2021_189,13440631.559060898,2618753.3106743493,case,降雨,__NONFOREST__,27.945,0
2021_190,13444067.853518115,2626722.877669895,case,降雨,__NONFOREST__,24.527,0
2021_191,13441654.773540627,2623128.906489378,case,降雨,__NONFOREST__,44.848,0
2021_192,13433913.812738458,2628570.085867606,case,降雨,__NONFOREST__,36.971,0
2021_193,13447962.149507372,2624750.481722475,case,降雨,__NONFOREST__,36.391,0
2021_194,13447126.132002436,2622457.3583108936,case,降雨,闊葉樹林型,38.248,5
2021_195,13440946.820744688,2625399.605134709,case,降雨,__NONFOREST__,29.16,1
2021_196,13443435.979677755,2614031.758514646,case,降雨,闊葉樹林型,29.508,8
2021_197,13449558.888146129,2617984.052537592,case,降雨,__NONFOREST__,40.441,0
2021_198,13440243.213045374,2622572.9696942456,case,降雨,__NONFOREST__,29.412,0
2021_199,13424107.887459695,2624909.349233787,case,降雨,闊葉樹林型,40.818,11
2021_200,13423841.948462889,2626779.889457203,case,降雨,闊葉樹林型,33.543,2
2021_201,13422604.822161598,2614847.673786759,case,降雨,闊葉樹林型,47.656,4
2021_202,13423616.988752585,2615148.189735661,case,降雨,闊葉樹林型,27.636,0
2021_203,13431300.949877486,2666518.586402199,case,降雨,竹林,48.177,0
2021_204,13432492.485941423,2662091.6918024584,case,降雨,闊葉樹林型,43.547,7
2021_205,13430836.119246889,2664050.952742523,case,降雨,竹闊混淆林,36.612,8
2021_206,13442954.99411117,2669187.154574503,case,降雨,__NONFOREST__,35.708,0
2021_207,13438882.76882791,2668543.3523019403,case,降雨,__NONFOREST__,32.605,0
2021_208,13442143.414338334,2667284.787593225,case,降雨,闊葉樹林型,18.756,0
2021_209,13439293.93824525,2668278.639269811,case,降雨,闊葉樹林型,25.396,7
2021_210,13434373.784319982,2665202.25930696,case,降雨,闊葉樹林型,45.337,8
2021_211,13441653.648403836,2670049.075862094,case,降雨,待成林地,52.736,1
2021_212,13435273.051827218,2655012.831227485,case,降雨,__NONFOREST__,38.885,0
2021_213,13431596.83908596,2659991.2297452404,case,降雨,待成林地,31.365,0
2021_214,13434069.79973913,2659032.0332150697,case,降雨,闊葉樹林型,32.642,0
2021_215,13435239.708826669,2657174.819573024,case,降雨,竹林,44.106,1
2021_216,13432014.454614015,2660215.7853453285,case,降雨,待成林地,42.359,0
2021_217,13438602.176338766,2657888.5776063134,case,降雨,__NONFOREST__,39.51,0
2021_218,13434912.77701416,2658711.258617944,case,降雨,竹闊混淆林,30.533,0
2021_219,13435164.667159446,2655300.60757551,case,降雨,__NONFOREST__,40.368,0
2021_220,13426148.666344276,2633886.780835223,case,降雨,__NONFOREST__,34.003,0
2021_221,13426718.637583656,2631871.3530184887,case,降雨,闊葉樹林型,30.269,8
2021_222,13417926.810866307,2633692.946721236,case,降雨,闊葉樹林型,27.743,3
2021_223,13426025.183947168,2637964.5567435385,case,降雨,闊葉樹林型,49.237,7
2021_224,13426652.273780163,2642411.8299860973,case,降雨,闊葉樹林型,30.295,8
2021_225,13425877.475427842,2639555.7716768445,case,降雨,待成林地,34.638,0
2021_226,13428091.567122592,2651606.285368827,case,降雨,__NONFOREST__,47.698,2
2021_227,13426675.72466927,2650362.8132066703,case,降雨,__NONFOREST__,39.883,5
2021_228,13427767.75268706,2651387.481135417,case,降雨,__NONFOREST__,38.75,0
2021_229,13428294.989123704,2651903.4922048408,case,降雨,闊葉樹林型,43.711,6
2021_230,13436127.821380708,2646002.4983108505,case,降雨,闊葉樹林型,37.941,16
2021_231,13435830.01439516,2645946.9310769774,case,降雨,闊葉樹林型,38.148,9
2021_232,13433796.891743446,2634284.937367753,case,降雨,闊葉樹林型,41.362,1
2021_233,13433777.220884545,2633213.4293465074,case,降雨,__NONFOREST__,25.396,0
2021_234,13436832.38505678,2637432.4289918807,case,降雨,__NONFOREST__,28.361,0
2021_235,13436239.20764652,2638461.405971982,case,降雨,闊葉樹林型,38.206,11
2021_236,13434698.228699774,2634977.583824205,case,降雨,闊葉樹林型,44.407,14
2021_237,13427972.313673625,2636953.568751776,case,降雨,闊葉樹林型,33.912,10
2021_238,13438259.83083052,2639048.2590114493,case,降雨,__NONFOREST__,25.415,0
2021_239,13438323.820189552,2638342.981054264,case,降雨,闊葉樹林型,44.315,0
2021_240,13437585.004784776,2638795.9535410427,case,降雨,__NONFOREST__,33.987,0
2021_241,13437575.67552654,2639177.327338515,case,降雨,闊葉樹林型,25.75,0
2021_242,13436436.52247631,2639626.586902085,case,降雨,闊葉樹林型,43.408,0
2021_243,13431134.227153327,2639850.5789353936,case,降雨,__NONFOREST__,22.356,7
2021_244,13427355.710501991,2635428.7881201296,case,降雨,闊葉樹林型,16.822,4
2021_245,13417314.236585269,2634828.054492741,case,降雨,闊葉樹林型,28.966,0
2021_246,13473467.073589671,2811412.664577708,case,降雨,闊葉樹林型,43.992,7
2021_247,13468612.212818597,2794272.1933051017,case,降雨,闊葉樹林型,47.631,0
2021_248,13484604.555666838,2801953.0911877425,case,降雨,針闊葉樹混淆,38.69,11
2021_249,13484152.363335012,2804625.466254233,case,降雨,闊葉樹林型,37.914,18
2021_250,13485077.931037256,2813008.4340776424,case,降雨,闊葉樹林型,45.109,12
2021_251,13472693.203427635,2792794.405139387,case,降雨,針葉樹林型,43.847,3
2021_252,13479362.180024732,2797828.1939438814,case,降雨,闊葉樹林型,56.318,13
2021_253,13474884.647843627,2797092.144022492,case,降雨,__NONFOREST__,38.878,0
2021_254,13475329.69841673,2808284.921191009,case,降雨,針闊葉樹混淆,48.892,12
2021_255,13452054.857767824,2603144.155811936,case,降雨,__NONFOREST__,24.31,0
2021_256,13449137.461894551,2598916.866870658,case,降雨,闊葉樹林型,40.535,14
2021_257,13451281.349310389,2602431.0570266107,case,降雨,闊葉樹林型,39.913,4
2021_258,13448892.452473558,2597667.7641752427,case,降雨,闊葉樹林型,41.542,13
2021_259,13445254.446085025,2600463.131264808,case,降雨,闊葉樹林型,46.982,1
2021_260,13454769.094178095,2600632.8336450546,case,降雨,闊葉樹林型,48.015,13
2021_261,13443233.613815095,2601268.1042232155,case,降雨,闊葉樹林型,51.772,5
2021_262,13442915.660488147,2599778.929500227,case,降雨,闊葉樹林型,55.629,7
2021_263,13448865.66742752,2598782.112964984,case,降雨,闊葉樹林型,25.415,11
2021_264,13454595.771656971,2600804.7316445448,case,降雨,闊葉樹林型,42.336,0
2021_265,13453284.713329174,2599607.338078527,case,降雨,__NONFOREST__,56.149,7
2021_266,13448985.666007886,2598984.2315471065,case,降雨,闊葉樹林型,39.447,3
2021_267,13451950.01117109,2603236.406911067,case,降雨,闊葉樹林型,56.388,9
2021_268,13440358.604836348,2603724.6648397865,case,降雨,闊葉樹林型,24.261,0
2021_269,13440257.53575728,2604050.615441071,case,降雨,闊葉樹林型,38.048,3
2021_270,13440492.043108178,2603778.292817377,case,降雨,__NONFOREST__,30.409,0
2021_271,13439164.077188823,2604571.7728399253,case,降雨,__NONFOREST__,35.283,0
2021_272,13440564.067828,2604185.594364541,case,降雨,__NONFOREST__,26.349,0
2021_273,13440254.860153353,2603756.1292098374,case,降雨,闊葉樹林型,37.346,0
2021_274,13445638.159793545,2593061.769973096,case,降雨,闊葉樹林型,50.981,2
2021_275,13441333.229276745,2600479.5467168977,case,降雨,__NONFOREST__,24.261,0
2021_276,13441409.714205906,2601689.804435,case,降雨,闊葉樹林型,36.895,0
2021_277,13441548.422640627,2600467.7628101646,case,降雨,__NONFOREST__,33.18,0
2021_278,13449421.3895737,2614434.6385581186,case,降雨,闊葉樹林型,54.461,14
2021_279,13447635.851922082,2603178.3786777966,case,降雨,闊葉樹林型,36.887,9
2021_280,13448730.73101208,2605767.400520284,case,降雨,__NONFOREST__,34.667,6
2021_281,13445644.069586923,2612384.734026605,case,降雨,闊葉樹林型,24.948,6
2021_282,13453518.910873678,2607265.004654325,case,降雨,闊葉樹林型,42.109,7
2021_283,13442439.496968664,2604126.0056466125,case,降雨,__NONFOREST__,28.303,0
2021_284,13449354.017944138,2613903.364682902,case,降雨,闊葉樹林型,29.379,8
2021_285,13449985.272120437,2615493.809590698,case,降雨,闊葉樹林型,25.477,11
2021_286,13449212.319590729,2614579.650781522,case,降雨,__NONFOREST__,22.407,10
2021_287,13446685.945844475,2612208.7232094626,case,降雨,闊葉樹林型,26.867,9
2021_288,13449057.676843531,2605035.17380028,case,降雨,__NONFOREST__,39.616,7
2021_289,13442571.855443817,2603944.377507593,case,降雨,__NONFOREST__,7.956,0
2021_290,13432709.585562795,2590092.6310109245,case,降雨,__NONFOREST__,29.642,0
2021_291,13439030.259109214,2592271.555477153,case,降雨,__NONFOREST__,44.106,0
2021_292,13440761.082357349,2593240.7427005107,case,降雨,__NONFOREST__,33.524,0
2021_293,13432799.867884614,2589328.2559923846,case,降雨,__NONFOREST__,38.791,0
2021_294,13438346.759516092,2583776.479064181,case,降雨,闊葉樹林型,22.941,12
2021_295,13437466.966589045,2590427.7672266285,case,降雨,__NONFOREST__,41.69,2
2021_296,13436960.629307134,2588207.311386636,case,降雨,__NONFOREST__,26.937,0
2021_297,13437351.751084449,2583927.114570353,case,降雨,闊葉樹林型,28.02,5
2021_298,13437892.057364428,2583630.5280455225,case,降雨,闊葉樹林型,22.201,11
2021_299,13437431.042668844,2583584.224874767,case,降雨,闊葉樹林型,33.679,0
2021_300,13437278.633483827,2579263.1962881386,case,降雨,__NONFOREST__,33.933,0
2021_301,13434205.394467732,2580274.042741285,case,降雨,闊葉樹林型,42.124,5
2021_302,13433482.5677623,2585355.9443062283,case,降雨,闊葉樹林型,12.067,0
2021_303,13429022.136945382,2584861.9025268503,case,降雨,闊葉樹林型,37.589,7
2021_304,13430219.330131944,2556814.5336772166,case,降雨,闊葉樹林型,37.914,6
2021_305,13443176.12019241,2561833.2423273693,case,降雨,__NONFOREST__,30.349,1
2021_306,13437942.22104398,2565982.2671396653,case,降雨,闊葉樹林型,23.03,4
2021_307,13435056.895052196,2566892.1569884727,case,降雨,__NONFOREST__,34.542,0
2021_308,13430607.3916615,2564970.3805370643,case,降雨,闊葉樹林型,27.163,0
2021_309,13436093.1720131,2576531.0012923693,case,降雨,__NONFOREST__,31.612,0
2021_310,13433375.846301794,2575556.9360351693,case,降雨,__NONFOREST__,34.4,2
2021_311,13438602.54237278,2568802.0854177605,case,降雨,闊葉樹林型,26.159,2
2021_312,13436794.793255309,2574797.6970302514,case,降雨,闊葉樹林型,42.427,0
2021_313,13441122.825801896,2571909.3033958813,case,降雨,闊葉樹林型,22.783,8
2021_314,13434401.156190235,2575262.469977766,case,降雨,闊葉樹林型,38.0,0
2021_315,13437086.671954062,2570473.507743763,case,降雨,闊葉樹林型,41.525,0
